ds,yhat,yhat_lower,yhat_upper
2020-06-11,8643.91225950698,8179.980085291356,9104.613302571408
2020-06-12,9013.860169050571,8536.530473902953,9474.211026312412
2020-06-13,9377.931165000758,8906.434618695826,9802.443266251312
2020-06-14,9817.061880303812,9355.457398663842,10285.920243574548
2020-06-15,10249.542038205302,9803.501019894795,10697.118230544123
2020-06-16,10689.667979325155,10236.284725398898,11131.126790238597
2020-06-17,11145.717429313714,10709.137911711678,11599.823803805779
2020-06-18,11588.206725382839,11155.444466811421,12087.822912822048
2020-06-19,12036.43654637027,11586.103221034358,12495.128401706097
2020-06-20,12555.660011197473,12106.165434246468,13006.069439469586
2020-06-21,13071.661283933661,12619.549357869508,13512.950651162426
2020-06-22,13581.011999268312,13098.725286432225,14078.802154020632
2020-06-23,14098.008497821333,13655.59135795157,14592.771809623013
2020-06-24,14630.928505243042,14191.572102809852,15055.77080760516
2020-06-25,15150.288358745318,14676.574466814312,15610.952271347525
2020-06-26,15675.388737165933,15187.408837100633,16132.143869481319
2020-06-27,16194.612201993112,15719.845042885334,16626.298903391937
2020-06-28,16710.61347472933,16235.47964881203,17172.21655595734
2020-06-29,17219.964190063958,16781.48490774381,17698.188224949998
2020-06-30,17736.960688616982,17268.746370327914,18182.827438355893
2020-07-01,18269.880696038683,17815.930802224004,18729.970086618665
2020-07-02,18789.240549540966,18359.290069537154,19220.848919340595
2020-07-03,19314.34092796159,18847.161755814668,19783.986130810248
2020-07-04,19833.564392788776,19373.854182764404,20287.96680699891
2020-07-05,20349.565665524933,19893.506481670265,20806.994802258392
2020-07-06,20858.916380859635,20382.90046767729,21285.237997976954
2020-07-07,21375.91287941263,20929.33656593446,21811.885052018763
2020-07-08,21908.832886834334,21455.805055883517,22325.827414922034
2020-07-09,22428.192740336613,21965.68866260768,22902.824766597085
2020-07-10,22953.293118757225,22544.123056956876,23411.28679426534
2020-07-11,23472.516583584413,23033.08697953481,23944.560960398074
2020-07-12,23988.517856320606,23538.810926668604,24463.334770109206
2020-07-13,24497.868571655283,24038.08302947763,24969.617442238057
2020-07-14,25014.86507020831,24564.356179926475,25462.776425455915
2020-07-15,25547.785077629993,25082.358951668688,26046.904856309273
2020-07-16,26067.14493113227,25584.966832206985,26509.940724646745
2020-07-17,26592.24530955288,26165.707653351474,27048.058669233196
2020-07-18,27111.468774380082,26660.803537247077,27576.51057101085
2020-07-19,27627.470047116258,27172.6144808384,28059.013519266264
2020-07-20,28136.820762450916,27677.652512314322,28595.478642045102
2020-07-21,28653.817261003947,28208.507353068024,29084.06765632264
2020-07-22,29186.737268425608,28720.295522543616,29648.793776893486
2020-07-23,29706.097121927916,29198.287326687685,30128.758691959796
2020-07-24,30231.197500348528,29797.91167207736,30711.880763528618
2020-07-25,30750.42096517572,30267.89101527452,31199.377773568754
2020-07-26,31266.42223791188,30783.756504355333,31701.889687193117
2020-07-27,31775.772953246575,31336.977627565942,32198.510842321386
2020-07-28,32292.769451799573,31840.46300881423,32743.711095465394
2020-07-29,32825.68945922127,32390.14229761932,33293.81126516618
2020-07-30,33345.049312723575,32891.99449809947,33797.02618538088
2020-07-31,33870.14969114419,33397.054288610656,34345.29092286373
2020-08-01,34389.373155971385,33908.08364560394,34833.78855699541
2020-08-02,34905.37442870758,34411.67915934614,35379.60509943439
2020-08-03,35414.725144042204,34938.46484199298,35888.40890236244
2020-08-04,35931.721642595214,35412.07218121572,36374.38858310502
2020-08-05,36464.64165001692,35942.69210796901,36948.40821156284
2020-08-06,36984.00150351921,36455.85874212555,37472.28465492688
2020-08-07,37509.10188193982,37001.31629419685,38052.674296436344
2020-08-08,38028.32534676702,37468.188265534205,38602.00906075326
2020-08-09,38544.32661950321,37980.62888891868,39080.21337293105
2020-08-10,39053.677334837856,38508.67058679086,39684.8312738676
2020-08-11,39570.67383339089,39006.87940698187,40205.249825955085
2020-08-12,40103.593840812566,39479.53781556393,40758.94216529866
2020-08-13,40622.953694314856,39987.13227893588,41331.70806606847
2020-08-14,41148.05407273546,40450.29063418928,41858.414071008374
2020-08-15,41667.27753756267,41001.249263271486,42416.009021373335
2020-08-16,42183.27881029886,41467.253779127605,43025.84984643899
2020-08-17,42692.62952563348,41946.7803929651,43606.935662304546
2020-08-18,43209.62602418651,42481.285342862175,44056.17814785426
2020-08-19,43742.54603160823,42937.78692370151,44693.38373898282
2020-08-20,44261.90588511052,43417.19389546643,45217.56776808295
2020-08-21,44787.006263531104,43876.21450839518,45821.22930205979
2020-08-22,45306.22972835831,44336.67292578954,46398.42091050552
2020-08-23,45822.231001094486,44790.410142146146,46986.26049891495
2020-08-24,46331.581716429144,45260.080077461076,47532.961296505615
2020-08-25,46848.57821498215,45783.28973654996,48084.04294898712
2020-08-26,47381.49822240389,46241.73771433599,48652.72954818667
2020-08-27,47900.85807590615,46759.163767689264,49240.40522846962
2020-08-28,48425.95845432677,47225.13763806891,49882.84667505087
2020-08-29,48945.18191915398,47663.42767082052,50434.30837494199
2020-08-30,49461.18319189014,48122.416807840935,51075.60815351925
2020-08-31,49970.53390722484,48510.87562024138,51444.4615393283
2020-09-01,50487.53040577781,49044.812449419136,52104.019841459594
2020-09-02,51020.45041319953,49454.99163002276,52693.24737454206
2020-09-03,51539.8102667018,49940.42711880967,53335.00438653069
2020-09-04,52064.91064512243,50424.36637761551,53912.3895544409
2020-09-05,52584.1341099496,50816.29463274525,54543.904389423384
2020-09-06,53100.13538268578,51328.80112336737,55101.60453030282
2020-09-07,53609.486098020454,51700.40418485862,55637.47243697354
2020-09-08,54126.48259657348,52073.5486011366,56252.58444594246
2020-09-09,54659.40260399516,52710.36616604333,56866.30524941352
2020-09-10,55178.76245749747,53085.4090018112,57504.08500789624
2020-09-11,55703.86283591807,53574.099386997426,58105.996368706685
2020-09-12,56223.08630074527,53999.01318735653,58622.60202937792
2020-09-13,56739.08757348141,54376.51169076012,59202.5055790426
2020-09-14,57248.438288816134,54860.23686277992,59797.89021662975
2020-09-15,57765.43478736912,55325.4451683578,60451.954559176884
2020-09-16,58298.354794790816,55814.439976307076,60962.38432060328
2020-09-17,58817.71464829311,56207.59972202128,61636.93775425215
2020-09-18,59342.815026713724,56611.137233156776,62278.64748714768
2020-09-19,59862.038491540916,57108.11899112449,62972.904068069416
2020-09-20,60378.03976427711,57585.17034079701,63414.023403553285
2020-09-21,60887.39047961177,58084.089275100814,64040.77275782036
2020-09-22,61404.38697816477,58531.98119838917,64606.022068419006
2020-09-23,61937.30698558647,58905.1826922259,65220.62377957937
2020-09-24,62456.66683908875,59424.480532476315,65918.76388073422
2020-09-25,62981.767217509354,59810.60030703367,66331.20625839294
